Symbol,TaskName,FoundTime,KLineTime,KLineEndTime,above_ma_klines,ma_period,last_price,ma_10m0s_ago,ma_30m0s_ago,ma_1h0m0s_ago,ma_4h0m0s_ago,current_ma,Description
data,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.01684938,0.01715000,0.01681247,0.01660531,0.01683049,0.01676568,81.00000000,"data的MA81趋势向上; 连续20根K线在MA线上方"
egld,ma_trend,2025-05-15T12:08:30+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,20.00000000,20.38222222,20.57000000,20.31790123,19.29765432,20.34888889,20.07382716,81.00000000,"egld的MA81趋势向上; 连续20根K线在MA线上方"
enj,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.08494321,0.11160000,0.08313210,0.06628272,0.08391605,0.07937407,81.00000000,"enj的MA81趋势向上; 连续20根K线在MA线上方"
ens,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,17.22555556,17.49000000,17.18209877,16.92901235,17.20419753,17.07925926,81.00000000,"ens的MA81趋势向上; 连续20根K线在MA线上方"
floki,ma_trend,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,20.00000000,0.00005406,0.00005431,0.00005401,0.00005391,0.00005404,0.00005379,81.00000000,"floki的MA81趋势向上; 连续20根K线在MA线上方"
flm,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.02386790,0.03160000,0.02318642,0.01980123,0.02361358,0.02223333,81.00000000,"flm的MA81趋势向上; 连续20根K线在MA线上方"
gala,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.01720691,0.01775000,0.01714889,0.01698593,0.01717741,0.01702852,81.00000000,"gala的MA81趋势向上; 连续20根K线在MA线上方"
fxs,ma_trend,2025-05-15T12:08:30+08:00,2025-05-15T10:30:00+08:00,2025-05-15T10:44:59+08:00,20.00000000,3.10634568,3.19500000,3.09782716,2.79349383,3.10244444,3.06320988,81.00000000,"fxs的MA81趋势向上; 连续20根K线在MA线上方"
gmt,ma_trend,2025-05-15T12:08:30+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,20.00000000,0.06781975,0.06980000,0.06758395,0.06451111,0.06769630,0.06689383,81.00000000,"gmt的MA81趋势向上; 连续20根K线在MA线上方"
gmx,ma_trend,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,20.00000000,16.02604938,16.53000000,15.98703704,15.59506173,16.00654321,15.87345679,81.00000000,"gmx的MA81趋势向上; 连续20根K线在MA线上方"
gtc,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.30704938,0.31600000,0.30496296,0.27060494,0.30604938,0.29932099,81.00000000,"gtc的MA81趋势向上; 连续20根K线在MA线上方"
grt,ma_trend,2025-05-15T12:08:30+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,20.00000000,0.12593580,0.12610000,0.12561481,0.11701852,0.12576173,0.12431358,81.00000000,"grt的MA81趋势向上; 连续20根K线在MA线上方"
inj,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,9.94950617,10.14000000,9.90814815,9.47864198,9.92827160,9.79728395,81.00000000,"inj的MA81趋势向上; 连续20根K线在MA线上方"
ilv,ma_trend,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,20.00000000,11.16617284,11.21000000,11.15987654,11.16567901,11.16246914,11.13530864,81.00000000,"ilv的MA81趋势向上; 连续20根K线在MA线上方"
iost,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.00397132,0.00404800,0.00396110,0.00394609,0.00396636,0.00393619,81.00000000,"iost的MA81趋势向上; 连续20根K线在MA线上方"
joe,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.17089753,0.17590000,0.17053333,0.16941852,0.17069753,0.16995432,81.00000000,"joe的MA81趋势向上; 连续20根K线在MA线上方"
jup,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.45431358,0.47540000,0.45220988,0.45032346,0.45324568,0.44680617,81.00000000,"jup的MA81趋势向上; 连续20根K线在MA线上方"
kmd,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.13576914,0.13890000,0.13548025,0.13142346,0.13560000,0.13504074,81.00000000,"kmd的MA81趋势向上; 连续20根K线在MA线上方"
ldo,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.72149383,0.74000000,0.71992593,0.71020988,0.72065432,0.71591358,81.00000000,"ldo的MA81趋势向上; 连续20根K线在MA线上方"
lqty,ma_trend,2025-05-15T12:08:30+08:00,2025-04-20T21:30:00+08:00,2025-04-20T21:44:59+08:00,20.00000000,0.59238272,0.61500000,0.59003704,0.56396296,0.59114815,0.58462963,81.00000000,"lqty的MA81趋势向上; 连续20根K线在MA线上方"
lumia,ma_trend,2025-05-15T12:08:30+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,20.00000000,0.43583951,0.44200000,0.43566667,0.40833333,0.43554321,0.43385185,81.00000000,"lumia的MA81趋势向上; 连续20根K线在MA线上方"
mana,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.32074568,0.32640000,0.31964198,0.31277901,0.32023580,0.31764568,81.00000000,"mana的MA81趋势向上; 连续20根K线在MA线上方"
manta,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.20640741,0.20900000,0.20590123,0.19506173,0.20614815,0.20485185,81.00000000,"manta的MA81趋势向上; 连续20根K线在MA线上方"
mubarak,ma_trend,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,20.00000000,0.02464321,0.02540000,0.02457531,0.02396543,0.02460864,0.02440247,81.00000000,"mubarak的MA81趋势向上; 连续20根K线在MA线上方"
nfp,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.07767037,0.08120000,0.07739136,0.07679012,0.07752346,0.07683210,81.00000000,"nfp的MA81趋势向上; 连续20根K线在MA线上方"
nkn,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.03863457,0.04150000,0.03831111,0.03371481,0.03847284,0.03753210,81.00000000,"nkn的MA81趋势向上; 连续20根K线在MA线上方"
og,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,4.11233333,4.16500000,4.11011111,4.06620988,4.11107407,4.10637037,81.00000000,"og的MA81趋势向上; 连续20根K线在MA线上方"
ntrn,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.13085432,0.13260000,0.13064568,0.12682469,0.13073580,0.13039012,81.00000000,"ntrn的MA81趋势向上; 连续20根K线在MA线上方"
op,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.71539506,0.72800000,0.71412346,0.69719753,0.71475309,0.71162963,81.00000000,"op的MA81趋势向上; 连续20根K线在MA线上方"
ordi,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,7.81962963,8.15000000,7.79382716,7.67246914,7.80493827,7.74259259,81.00000000,"ordi的MA81趋势向上; 连续20根K线在MA线上方"
oxt,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.06944815,0.07040000,0.06926790,0.06869012,0.06935185,0.06875556,81.00000000,"oxt的MA81趋势向上; 连续20根K线在MA线上方"
paxg,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,3371.19753086,3423.00000000,3367.91358025,3349.00000000,3369.49382716,3360.07407407,81.00000000,"paxg的MA81趋势向上; 连续20根K线在MA线上方"
pengu,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.00702257,0.00872800,0.00690130,0.00672088,0.00695705,0.00665601,81.00000000,"pengu的MA81趋势向上; 连续20根K线在MA线上方"
pond,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.00973593,0.01021000,0.00969605,0.00940975,0.00971457,0.00960901,81.00000000,"pond的MA81趋势向上; 连续20根K线在MA线上方"
porto,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.96571605,0.98000000,0.96388889,0.96259259,0.96476543,0.96054321,81.00000000,"porto的MA81趋势向上; 连续20根K线在MA线上方"
pyth,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.14331481,0.14440000,0.14306049,0.14055062,0.14317407,0.14256543,81.00000000,"pyth的MA81趋势向上; 连续20根K线在MA线上方"
quick,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.02695123,0.02722000,0.02692099,0.02653741,0.02693432,0.02686877,81.00000000,"quick的MA81趋势向上; 连续20根K线在MA线上方"
req,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.10726543,0.10850000,0.10705062,0.10561111,0.10715309,0.10663210,81.00000000,"req的MA81趋势向上; 连续20根K线在MA线上方"
rvn,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.01204469,0.01233000,0.01201580,0.01195333,0.01203111,0.01195160,81.00000000,"rvn的MA81趋势向上; 连续20根K线在MA线上方"
rlc,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,1.22079012,1.24800000,1.21808642,1.20809877,1.21940741,1.21337037,81.00000000,"rlc的MA81趋势向上; 连续20根K线在MA线上方"
sand,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.27081358,0.28500000,0.26971728,0.26670988,0.27028272,0.26774074,81.00000000,"sand的MA81趋势向上; 连续20根K线在MA线上方"
saga,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.22844198,0.23230000,0.22795309,0.22250123,0.22817284,0.22729136,81.00000000,"saga的MA81趋势向上; 连续20根K线在MA线上方"
sc,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.00362268,0.00368200,0.00361484,0.00357428,0.00361898,0.00359870,81.00000000,"sc的MA81趋势向上; 连续20根K线在MA线上方"
scrt,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.20386914,0.20740000,0.20342346,0.20150617,0.20364198,0.20269877,81.00000000,"scrt的MA81趋势向上; 连续20根K线在MA线上方"
snt,ma_trend,2025-05-15T12:08:30+08:00,2025-04-16T10:45:00+08:00,2025-04-16T10:59:59+08:00,20.00000000,0.02159444,0.02720000,0.02120407,0.01886753,0.02139691,0.02048704,81.00000000,"snt的MA81趋势向上; 连续20根K线在MA线上方"
shell,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.13300864,0.14410000,0.13223827,0.12591358,0.13258519,0.13040000,81.00000000,"shell的MA81趋势向上; 连续20根K线在MA线上方"
slp,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.00170277,0.00176700,0.00169710,0.00168789,0.00169978,0.00168478,81.00000000,"slp的MA81趋势向上; 连续20根K线在MA线上方"
solv,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.02686802,0.02903000,0.02669580,0.02432728,0.02677975,0.02625926,81.00000000,"solv的MA81趋势向上; 连续20根K线在MA线上方"
strk,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.13380988,0.13590000,0.13356173,0.13002099,0.13368642,0.13289877,81.00000000,"strk的MA81趋势向上; 连续20根K线在MA线上方"
stpt,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.05190654,0.05302000,0.05169568,0.04926889,0.05180012,0.05094691,81.00000000,"stpt的MA81趋势向上; 连续20根K线在MA线上方"
strax,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.05961259,0.06077000,0.05950877,0.05511148,0.05958531,0.05895309,81.00000000,"strax的MA81趋势向上; 连续20根K线在MA线上方"
stx,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T07:45:00+08:00,2025-04-21T07:59:59+08:00,20.00000000,0.61002469,0.63400000,0.60858025,0.60986420,0.60927160,0.60591358,81.00000000,"stx的MA81趋势向上; 连续20根K线在MA线上方"
sxp,ma_trend,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,20.00000000,0.20550494,0.21010000,0.20530741,0.19883333,0.20532840,0.20480370,81.00000000,"sxp的MA81趋势向上; 连续20根K线在MA线上方"
sys,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.03922469,0.04060000,0.03912222,0.03873704,0.03917160,0.03890370,81.00000000,"sys的MA81趋势向上; 连续20根K线在MA线上方"
tao,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,315.79629630,322.10000000,314.69506173,287.01975309,315.21851852,312.05679012,81.00000000,"tao的MA81趋势向上; 连续20根K线在MA线上方"
the,ma_trend,2025-05-15T12:08:30+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,20.00000000,0.36564444,0.39980000,0.36281358,0.33605185,0.36412840,0.35476790,81.00000000,"the的MA81趋势向上; 连续20根K线在MA线上方"
tko,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.17160988,0.18050000,0.17083333,0.16839877,0.17122222,0.16928025,81.00000000,"tko的MA81趋势向上; 连续20根K线在MA线上方"
tnsr,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.15407531,0.15790000,0.15364815,0.15267284,0.15388519,0.15287654,81.00000000,"tnsr的MA81趋势向上; 连续20根K线在MA线上方"
tru,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.03429630,0.03510000,0.03421235,0.03258642,0.03425432,0.03402469,81.00000000,"tru的MA81趋势向上; 连续20根K线在MA线上方"
utk,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.03062370,0.03129000,0.03055296,0.03043840,0.03058420,0.03043506,81.00000000,"utk的MA81趋势向上; 连续20根K线在MA线上方"
vana,ma_trend,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,5.78460494,6.13100000,5.75235802,5.66750617,5.76916049,5.70148148,81.00000000,"vana的MA81趋势向上; 连续20根K线在MA线上方"
w,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.07665432,0.07780000,0.07641605,0.07334815,0.07653210,0.07579753,81.00000000,"w的MA81趋势向上; 连续20根K线在MA线上方"
wbtc,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,85536.98037037,87414.64000000,85377.99654321,85185.02654321,85455.32987654,84977.59814815,81.00000000,"wbtc的MA81趋势向上; 连续20根K线在MA线上方"
xec,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.00002045,0.00002089,0.00002041,0.00002029,0.00002042,0.00002033,81.00000000,"xec的MA81趋势向上; 连续20根K线在MA线上方"
xvs,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,5.04913580,5.15000000,5.04037037,5.00296296,5.04456790,5.02123457,81.00000000,"xvs的MA81趋势向上; 连续20根K线在MA线上方"
ygg,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.18204444,0.18960000,0.18139877,0.17523333,0.18169877,0.17997654,81.00000000,"ygg的MA81趋势向上; 连续20根K线在MA线上方"
zro,ma_trend,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,2.53339506,2.56600000,2.52837037,2.49661728,2.53074074,2.51814815,81.00000000,"zro的MA81趋势向上; 连续20根K线在MA线上方"
1000sats,ma_trend,2025-05-15T12:12:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.00004613,0.00004800,0.00004596,0.00004555,0.00004604,0.00004559,81.00000000,"1000sats的MA81趋势向上; 连续20根K线在MA线上方"
aca,ma_trend,2025-05-15T12:12:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.03075432,0.03160000,0.03069877,0.03044321,0.03071975,0.03065802,81.00000000,"aca的MA81趋势向上; 连续20根K线在MA线上方"
acx,ma_trend,2025-05-15T12:12:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.20046420,0.20540000,0.19998765,0.19799259,0.20022099,0.19883086,81.00000000,"acx的MA81趋势向上; 连续20根K线在MA线上方"
ai,ma_trend,2025-05-15T12:12:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.13850247,0.14160000,0.13806543,0.13243210,0.13828395,0.13711975,81.00000000,"ai的MA81趋势向上; 连续20根K线在MA线上方"
alpaca,ma_trend,2025-05-15T12:12:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.06112593,0.09530000,0.05869383,0.04422099,0.05976296,0.05438642,81.00000000,"alpaca的MA81趋势向上; 连续20根K线在MA线上方"
alpine,ma_trend,2025-05-15T12:12:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.74127160,0.75300000,0.74002469,0.73749383,0.74060494,0.73882716,81.00000000,"alpine的MA81趋势向上; 连续20根K线在MA线上方"
ape,ma_trend,2025-05-15T12:12:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.46980864,0.48100000,0.46885926,0.45835556,0.46930247,0.46701481,81.00000000,"ape的MA81趋势向上; 连续20根K线在MA线上方"
arb,ma_trend,2025-05-15T12:12:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,0.30450000,0.31170000,0.30386296,0.30014691,0.30416790,0.30237901,81.00000000,"arb的MA81趋势向上; 连续20根K线在MA线上方"
arpa,ma_trend,2025-05-15T12:12:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.02489136,0.02563000,0.02483704,0.02485963,0.02486309,0.02477494,81.00000000,"arpa的MA81趋势向上; 连续20根K线在MA线上方"
asr,ma_trend,2025-05-15T12:12:35+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,20.00000000,1.06076543,1.07800000,1.05971605,1.06011111,1.06019753,1.05750617,81.00000000,"asr的MA81趋势向上; 连续20根K线在MA线上方"
arkm,ma_trend,2025-05-15T12:12:35+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,20.00000000,0.55444444,0.56500000,0.55292593,0.54786420,0.55365432,0.54939506,81.00000000,"arkm的MA81趋势向上; 连续20根K线在MA线上方"
